,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16
94,0.3,0.6184314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.019215686,0.3,0.3,0.0,0.0
95,0.3,0.34313726,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.0,0.3,0.56,0.0,0.0,0.0,0.3
96,0.3,0.4694118,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6945098,0.0,0.0,0.3,0.0
97,0.3,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.0,0.0,0.48313725,0.0,0.0,0.0,0.3
98,0.3,0.7,0.3,0.3,0.0,0.3,0.0,0.0,0.13264783,0.0,0.0,0.0,0.0,0.0,0.0,0.3
99,0.3,0.4117647,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.0,0.0,0.0,0.0,0.0,0.0,0.3
100,0.3,0.2552941,0.0,0.3,0.3,0.0,0.0,0.3,0.13264783,0.0,0.3,0.0,0.0,0.0,0.0,0.0
101,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.3,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.13264783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.13264783,0.0,0.3,0.0,0.0,0.0,0.0,0.0
104,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.13264783,0.3,0.3,0.0,0.0,0.3,0.0,0.0
105,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.0,0.0,0.0,0.0,0.0,0.0,0.3
106,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.0,0.0,0.0,0.0,0.3,0.0,0.0
107,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.3,0.0,0.0,0.0,0.3,0.0,0.0
108,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
109,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.13264783,0.0,0.0,0.0,0.3,0.3,0.0,0.0
110,0.3,0.3,0.3,0.0,0.0,0.3,0.3,0.0,0.13264783,0.0,0.0,0.3,0.3,0.0,0.3,0.3
111,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.13264783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.13264783,0.3,0.3,0.3,0.3,0.3,0.3,0.3
113,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.3,0.3,0.0,0.3,0.3,0.0,0.3
114,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.13264783,0.3,0.3,0.0,0.3,0.3,0.0,0.3
115,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.3,0.3,0.0,0.3,0.3,0.0,0.0
116,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.3,0.3,0.0,0.3,0.3,0.0,0.3
117,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3
118,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.13264783,0.0,0.3,0.0,0.3,0.3,0.0,0.3
119,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.13264783,0.3,0.3,0.3,0.3,0.3,0.0,0.0
120,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0
121,0.3,0.46392158,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.3,0.3,0.019215686,0.3,0.0,0.0,0.0
122,0.3,0.6945098,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4117647,0.0,0.0,0.0,0.0
123,0.3,0.6945098,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.0,0.46745098,0.6917647,0.0,0.0,0.0,0.0
124,0.3,0.6945098,0.0,0.33019608,0.0,0.0,0.0,0.3,0.13264783,0.0,0.30823532,0.6917647,0.0,0.0,0.3,0.14
125,0.0,0.6945098,0.0,0.71176475,0.0,0.3,0.0,0.3,0.13264783,0.3,0.4152941,0.6431372,0.3,0.0,0.35137257,0.36235297
126,0.3,0.6945098,0.3,0.6945098,0.3,0.3,0.0,0.3,0.13264783,0.3,0.32392156,0.3,0.3,0.0,1.0,0.587451
127,0.3,0.6945098,0.3,0.85450983,0.3,0.0,0.0,0.3,0.13264783,0.3,0.52980393,0.0,0.3,0.0,0.52431375,0.9945098
128,0.3,0.59843135,0.10431373,0.38509804,0.0,0.0,0.3,0.3,0.13264783,0.3,0.32392156,0.0,0.3,0.0,0.0,0.6972549
129,0.3,0.082352936,0.9972549,0.3,0.0,0.0,0.0,0.3,0.1993145,0.3,0.6239216,0.0,0.3,0.0,0.0,0.6945098
130,0.3,0.0,0.29921567,0.3,0.0,0.0,0.0,0.3,0.31696156,0.3,0.16745098,0.3,0.3,0.0,0.3,0.5572549
131,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.31696156,0.3,0.3,0.0,0.0,0.0,0.0,0.4447059
132,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.31696156,0.3,0.3,0.0,0.0,0.0,0.0,0.11254902
133,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.19539294,0.3,0.3,0.0,0.3,0.0,0.0,0.0
134,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.6385302,0.0,0.3,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.20068552,0.0,0.0,0.0,0.3,0.0,0.0,0.0
136,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.051665902,0.3,0.0,0.0,0.3,0.0,0.0,0.0
137,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.13264783,0.3,0.0,0.3,0.3,0.0,0.0,0.3
138,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0.3,0.13264783,0.3,0.0,0.3,0.3,0.0,0.3,0.3
139,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.13264783,0.0,0.3,0.0,0.0,0.0,0.0,0.0
140,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.13264783,0.3,0.3,0.0,0.3,0.3,0.0,0.3
141,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.13264783,0.3,0.3,0.0,0.3,0.3,0.3,0.3
142,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.3,0.0,0.0,0.3,0.3,0.0,0.0
143,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.13264783,0.3,0.3,0.0,0.3,0.3,0.0,0.3
144,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.3,0.0,0.0,0.3,0.3,0.0,0.0
145,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.3,0.0,0.0,0.3,0.3,0.0,0.0
146,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.3
147,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.13264783,0.3,0.3,0.0,0.3,0.0,0.0,0.3
148,0.3,0.46392158,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.0,0.58000004
149,0.3,0.6945098,0.0,0.3,0.0,0.0,0.060392156,0.3,0.0,0.0,0.3384314,0.32117647,0.3,0.3,0.0,0.38980395
150,0.3,0.6945098,0.3,0.3,0.1372549,0.3,0.52705884,0.3,0.13264783,0.3,0.79137254,0.6917647,0.0,0.0,0.3,0.8572549
151,0.3,0.6945098,0.0,0.3,0.914902,0.0,0.66784316,0.3,0.13264783,0.0,0.972549,0.5105882,0.3,0.0,0.0,0.8572549
152,0.3,0.5847059,0.3,0.40156865,0.0,0.3,0.38784313,0.3,0.13264783,0.0,0.94784313,0.15372549,0.3,0.046666667,0.3,0.9945098
153,0.3,0.38980395,0.0,0.98901963,0.3,0.0,0.3,0.3,0.13264783,0.0,0.96431375,0.0,0.3,0.18117648,0.52431375,0.9917647
154,0.3,0.78313726,0.3,0.68901956,0.3,0.3,0.3,0.3,0.13264783,0.0,0.9972549,0.0,0.3,0.37882355,0.7,0.9945098
155,0.3,0.6945098,0.0,0.6945098,0.3,0.0,0.3,0.3,0.4267655,0.3,0.9972549,0.0,0.3,0.7,0.7,0.6917647
156,0.3,0.6945098,0.53882354,0.5937255,0.3,0.21137255,0.3,0.3,0.73264784,0.3,0.9972549,0.0,0.3,0.6945098,0.4756863,0.71450984
157,0.0,0.33490196,0.9917647,0.0,0.0,0.6972549,0.3,0.0,0.9836282,0.3,0.9972549,0.3,0.3,0.46392158,0.3,0.4921569
158,0.3,0.0,0.5250981,0.3,0.3,0.2937255,0.3,0.3,1.0,0.3,0.972549,0.3,0.3,0.37882355,0.3,0.3
159,0.3,0.0,0.3,0.0,0.19215687,0.008235294,0.0,0.0,1.0,0.3,0.64509803,0.3,0.3,0.063137256,0.3,0.3
160,0.3,0.3,0.0,0.0,0.079607844,0.3,0.0,0.3,1.0,0.3,0.53058827,0.3,0.3,0.0,0.3,0.3
161,0.0,0.3,0.0,0.3,0.0,0.0,0.041176468,0.3,0.71048945,0.0,0.3,0.0,0.3,0.0,0.0,0.3
162,0.3,0.0,0.0,0.3,0.0,0.3,0.21137255,0.3,0.8320581,0.3,0.3,0.3,0.3,0.0,0.3,0.3
163,0.3,0.0,0.3,0.0,0.0,0.3,0.01372549,0.3,0.85950905,0.0,0.3,0.3,0.3,0.0,0.0,0.3
164,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.85950905,0.0,0.3,0.3,0.3,0.0,0.3,0.0
165,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.13264783,0.0,0.0,0.3,0.3,0.0,0.3,0.3
166,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.13264783,0.0,0.3,0.3,0.0,0.0,0.3,0.3
167,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.13264783,0.0,0.3,0.0,0.0,0.0,0.0,0.0
168,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3
169,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0
170,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.3
171,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.0
172,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.3
173,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.3
174,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0.3
175,0.0,0.14274509,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.3
176,0.0,0.6862745,0.3,0.0,0.3,0.3,0.046666667,0.3,0.13264783,0.3,0.0,0.3,0.3,0.0,0.3,0.9972549
177,0.0,0.6945098,0.3,0.3,0.3,0.3,0.94509804,0.3,0.0,0.3,0.41450983,0.38705885,0.3,0.3,0.3,0.9945098
178,0.0,0.8764706,0.3,0.3,0.63215685,0.3,0.98627454,0.3,0.0,0.3,0.9972549,0.6917647,0.3,0.3137255,0.3,0.6698039
179,0.0,0.38784313,0.3,0.057647057,0.9341177,0.3,0.7639216,0.3384314,0.13264783,0.3,0.9972549,0.32392156,0.3,0.6294118,0.3,0.8572549
180,0.3,0.33294117,0.3,0.5407843,0.3,0.3,0.3,0.70901966,0.0046070814,0.3,0.9972549,0.0,0.3,0.92588234,0.3,0.68980396
181,0.3,0.3,0.3,0.68901956,0.3,0.3,0.3,0.82980394,0.42421496,0.3,0.8847059,0.3,0.3,0.9917647,1.0,0.28
182,0.3,0.3164706,0.3,0.68901956,0.3,0.3,0.3,0.3137255,0.82421494,0.0,0.82705885,0.3,0.3,0.6917647,0.7,0.5250981
183,0.3,0.8654902,0.0,0.6945098,0.3,0.052156866,0.3,0.3,0.8555875,0.0,0.78862745,0.0,0.3,0.9945098,0.7,0.3
184,0.3,0.9945098,0.67058825,0.2937255,0.3,0.92313725,0.3,0.3,0.85950905,0.0,0.78862745,0.0,0.3,0.9917647,0.65137255,0.3
185,0.3,0.38431373,0.66156864,0.0,0.3,0.9972549,0.3,0.0,0.85950905,0.0,0.7941177,0.3,0.3,0.9917647,0.3,0.3
186,0.3,0.3,0.0,0.0,0.3,0.9972549,0.3,0.0,0.85950905,0.0,0.6972549,0.3,0.0,0.9917647,0.3,0.3
187,0.3,0.3,0.3,0.0,0.7062745,0.3247059,0.3,0.3,0.85950905,0.3,0.6972549,0.0,0.3,0.7337255,0.3,0.3
188,0.3,0.3,0.3,0.0,0.76117647,0.3,0.041176468,0.3,0.85950905,0.3,0.66156864,0.3,0.3,0.3,0.3,0.3
189,0.3,0.3,0.3,0.0,0.0,0.3,0.9039216,0.3,0.85950905,0.3,0.42627454,0.3,0.3,0.0,0.3,0.3
190,0.3,0.3,0.3,0.0,0.0,0.3,0.96156865,0.3,0.85950905,0.3,0.3,0.3,0.3,0.0,0.0,0.3
191,0.3,0.3,0.3,0.0,0.0,0.3,0.40156865,0.3,0.85950905,0.3,0.3,0.3,0.3,0.0,0.3,0.3
192,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.85950905,0.3,0.3,0.3,0.3,0.0,0.3,0.3
193,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3,0.13264783,0.0,0.3,0.3,0.3,0.3,0.3,0.3
194,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.13264783,0.0,0.0,0.3,0.0,0.0,0.3,0.3
195,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
196,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0
197,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.3,0.0
198,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0
199,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.0
200,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0
